Date,Country,Local,Industry,Accident_level,Pot_acc_level,Gender,Emp_type,Critical_risk,Description,Day,Month,Year,Weekday
2017-06-24,country_01,local_01,mining,2,3,male,employee,others,"the injured and his collaborators at the time of making the 4 ""hdpe pipe, which was to be used for hydraulic filling, is released, causing one of the ends of the pipe to impact on the lip, causing an injury . apparently the support 1 deconcentrates and releases a little the pipe, this action generates that the pipe presented with the rubber of the victaúlica copla, is released generating the impact previously described. the pipe was empty without hydraulic load.",24,6,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A9E4C8>
2017-06-20,country_01,local_01,mining,1,4,male,employee,others,"in circumstance, the ahk-903 license plate (empresa which serves the supervision of cma, carried out the field inspections in the upper bank 4288, when unexpectedly when climbing through the operational access (positive ramp), it slides in an excavated area of ​​approximately 3 meters high, remaining in position with the front part on the floor. the occupants of the vehicle made use of the safety belt and all the complete epps.",20,6,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A9E448>
2017-06-20,country_01,local_01,mining,1,4,male,third party,others,"in circumstance, the ahk-903 license plate (empresa which serves the supervision of cma, carried out the field inspections in the upper bank 4288, when unexpectedly when climbing through the operational access (positive ramp), it slides in an excavated area of ​​approximately 3 meters high, remaining in position with the front part on the floor. the occupants of the vehicle made use of the safety belt and all the complete epps.",20,6,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A9E3C8>
2017-06-24,country_01,local_03,mining,1,2,female,third party,cut,"on the surface, comedor the worker of the company c & c made the cut of lemon at that time imprisoned the knife generating a movement and impacting on the first finger of the left hand causing a slight cut.",24,6,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A9E348>
2017-06-23,country_02,local_05,metals,1,2,male,employee,others,"employee reports that by removing the zinc sheet from the cathode to take it to the easel, it slipped from his hand, fell and hit his left foot.",23,6,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A9E2C8>
2017-06-19,country_03,local_10,others,3,4,male,third party,others,"during the execution of the task of assembling the box of testimony boxes, in the area of ​​bonsucesso, around 10:40 am orlando research driller - geosol, trying to fit two parts of the trestles, a third piece fell on his hand, which was on the piece he held, causing a small trauma to his left thumb. the employee was referred to são lucas hospital - paracatu ltda and attended and released without leaving work soon after.",19,6,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A9E248>
2017-06-22,country_03,local_10,others,1,4,male,employee,others,"the technician was returning from his activities on the bite, when he stepped on a loose rock over a sloping region. she released herself unbalancing the employee who stepped on false, twisting her ankle.",22,6,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A9E1C8>
2017-06-22,country_03,local_10,others,1,1,male,employee,venomous animals,"during the field activity in the amg project, target são luiz, the reconnaissance team was boarding the car, which was parked with the windows closed. when they entered the mr. paulo putting the seat belt inside the vehicle, pressed a wasp between the shoulder and the neck, causing a sting. it is believed that, possibly, the bee was nailed to the clothes because the car was properly closed.",22,6,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A9E148>
2017-06-29,country_02,local_02,mining,1,3,male,employee,pressed,"after maintenance on boltec 03 at level 285 gts of rampa xxx, the mechanic and operator of the equipment performed tests on the equipment magazine. when the magazine carousel was turned on, the operator had his left middle finger pressed against the equipment frame.",29,6,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A9E0C8>
2017-07-04,country_01,local_04,mining,1,3,male,third party,others,"being approximately 5:00 a.m. approximately, when lifting the kelly hq towards the pulley of the frame to align it, the assistant marco that is in the later one is struck the hand against the frame generating the injury.",4,7,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A9E048>
2017-07-04,country_01,local_03,mining,1,2,female,employee,others,"the collaborator moved from the infrastructure office (julio to the toilets, when the pin of the right shoe is hooked on the bra of the left shoe causing not to take the step and fall untimely, causing injury described.",4,7,2017,<built-in method day_name of Timestamp object at 0x000001B2C7AA6F48>
2017-07-05,country_02,local_09,metals,1,2,male,employee,venomous animals,"during the environmental monitoring activity in the area, the employee was surprised by a swarming swarm of weevils. during the exit of the place, endured suffering two stings, being one in the face and the other in the middle finger of the left hand.",5,7,2017,<built-in method day_name of Timestamp object at 0x000001B2C7AA6EC8>
2017-07-06,country_02,local_05,metals,1,2,male,employee,cut,"the employee performed the activity of stripping cathodes, when pulling the cathode sheet his hand hit the side of another cathode, causing a blunt cut on his 2nd finger of the left hand.",6,7,2017,<built-in method day_name of Timestamp object at 0x000001B2C7AA6E48>
2017-07-09,country_01,local_04,mining,1,2,female,third party,fall prevention (same level),"at 10:00 a.m., when the assistant cleaned the floor of module ""e"" in the central camp, she slipped back and immediately grabbed the laundry table to avoid falling to the floor; suffering the described injury.",9,7,2017,<built-in method day_name of Timestamp object at 0x000001B2C7AA6DC8>
